Word,walden.txt count,lotus.txt count,walden.txt freq,lotus.txt freq,Log Likelihood
harvest,5,0,0.00004,0.00000,3.67040
partially,5,0,0.00004,0.00000,3.67040
corresponding,7,1,0.00006,0.00001,3.50590
route,5,0,0.00004,0.00000,3.67040
fisher,5,0,0.00004,0.00000,3.67040
moonlight,5,0,0.00004,0.00000,3.67040
greenish,5,0,0.00004,0.00000,3.67040
pounds,5,0,0.00004,0.00000,3.67040
emanation,0,4,0.00000,0.00004,3.15514
arhatship,0,4,0.00000,0.00004,3.15514
dim,5,0,0.00004,0.00000,3.67040
bosom,5,0,0.00004,0.00000,3.67040
potter,5,0,0.00004,0.00000,3.67040
illuminates,0,4,0.00000,0.00004,3.15514
privilege,5,0,0.00004,0.00000,3.67040
misty,5,0,0.00004,0.00000,3.67040
channel,5,0,0.00004,0.00000,3.67040
topknot,0,4,0.00000,0.00004,3.15514
Anyone,0,4,0.00000,0.00004,3.15514
superb,0,4,0.00000,0.00004,3.15514
gains,1,6,0.00001,0.00005,3.24844
Ah,5,0,0.00004,0.00000,3.67040
sensitive,5,0,0.00004,0.00000,3.67040
flows,5,0,0.00004,0.00000,3.67040
exercised,0,4,0.00000,0.00004,3.15514
limit,0,4,0.00000,0.00004,3.15514
nayuta,0,4,0.00000,0.00004,3.15514
Hermit,5,0,0.00004,0.00000,3.67040
rustling,5,0,0.00004,0.00000,3.67040
parent,5,0,0.00004,0.00000,3.67040
moments,5,0,0.00004,0.00000,3.67040
witnessed,5,0,0.00004,0.00000,3.67040
sumana,0,4,0.00000,0.00004,3.15514
champaka,0,4,0.00000,0.00004,3.15514
harder,5,0,0.00004,0.00000,3.67040
dispenser,0,4,0.00000,0.00004,3.15514
mahoraga,0,4,0.00000,0.00004,3.15514
dwellers,0,4,0.00000,0.00004,3.15514
Mexico,5,0,0.00004,0.00000,3.67040
pronounced,2,8,0.00002,0.00007,3.50839
stamens,0,4,0.00000,0.00004,3.15514
lobe,5,0,0.00004,0.00000,3.67040
Vaishravana,0,4,0.00000,0.00004,3.15514
believer,0,4,0.00000,0.00004,3.15514
enabling,0,4,0.00000,0.00004,3.15514
itime,0,4,0.00000,0.00004,3.15514
ruhe,0,4,0.00000,0.00004,3.15514
kritya,0,4,0.00000,0.00004,3.15514
governed,5,0,0.00004,0.00000,3.67040
politicians,5,0,0.00004,0.00000,3.67040
heavier,0,4,0.00000,0.00004,3.15514
impediments,0,4,0.00000,0.00004,3.15514
Constitution,5,0,0.00004,0.00000,3.67040
repenting,0,4,0.00000,0.00004,3.15514
testimony,0,4,0.00000,0.00004,3.15514
Namah,0,4,0.00000,0.00004,3.15514
Lived,4,0,0.00003,0.00000,2.67774
Visitors,4,0,0.00003,0.00000,2.67774
Ponds,4,0,0.00003,0.00000,2.67774
12,4,0,0.00003,0.00000,2.67774
wrote,4,0,0.00003,0.00000,2.67774
alone,42,27,0.00036,0.00024,2.36184
notice,4,0,0.00003,0.00000,2.67774
lonesome,4,0,0.00003,0.00000,2.67774
learn,23,13,0.00020,0.00012,2.10026
retained,4,0,0.00003,0.00000,2.67774
writer,4,0,0.00003,0.00000,2.67774
kindred,4,0,0.00003,0.00000,2.67774
students,6,1,0.00005,0.00001,2.65168
fits,4,0,0.00003,0.00000,2.67774
say,90,66,0.00077,0.00060,2.36983
read,61,77,0.00052,0.00070,2.91375
cannot,70,48,0.00060,0.00043,2.85173
suspended,3,8,0.00003,0.00007,2.28361
vast,16,7,0.00014,0.00006,2.79938
trifling,4,0,0.00003,0.00000,2.67774
comparison,7,2,0.00006,0.00002,2.06980
hot,4,0,0.00003,0.00000,2.67774
wolf,4,0,0.00003,0.00000,2.67774
sixty,11,19,0.00009,0.00017,2.52760
peck,4,0,0.00003,0.00000,2.67774
pushing,6,1,0.00005,0.00001,2.65168
nigh,4,0,0.00003,0.00000,2.67774
throwing,4,0,0.00003,0.00000,2.67774
kind,49,33,0.00042,0.00030,2.18711
hard,39,25,0.00033,0.00023,2.21633
pain,6,13,0.00005,0.00012,2.81525
coats,4,0,0.00003,0.00000,2.67774
borrowed,4,0,0.00003,0.00000,2.67774
evident,4,0,0.00003,0.00000,2.67774
brass,4,0,0.00003,0.00000,2.67774
Virtues,0,3,0.00000,0.00003,2.11096
assemblage,0,3,0.00000,0.00003,2.11096
rolling,3,8,0.00003,0.00007,2.28361
golden,11,18,0.00009,0.00016,2.03994
sat,27,15,0.00023,0.00014,2.63814
Dignity,0,3,0.00000,0.00003,2.11096
Banner,0,3,0.00000,0.00003,2.11096
Brave,1,5,0.00001,0.00005,2.33889
With,21,32,0.00018,0.00029,2.92097
infinite,7,13,0.00006,0.00012,2.03510
penetrate,3,8,0.00003,0.00007,2.28361
knowing,9,17,0.00008,0.00015,2.82053
drop,10,3,0.00009,0.00003,2.99279
serenity,6,1,0.00005,0.00001,2.65168
Mahayana,0,3,0.00000,0.00003,2.11096
speedily,0,3,0.00000,0.00003,2.11096
complete,6,12,0.00005,0.00011,2.20406
deranged,0,3,0.00000,0.00003,2.11096
properties,0,3,0.00000,0.00003,2.11096
Maudgalyayana,0,3,0.00000,0.00003,2.11096
Maha,0,3,0.00000,0.00003,2.11096
Aniruddha,0,3,0.00000,0.00003,2.11096
Kapphina,0,3,0.00000,0.00003,2.11096
settled,7,2,0.00006,0.00002,2.06980
clouds,15,7,0.00013,0.00006,2.26259
bins,0,3,0.00000,0.00003,2.11096
sorts,1,5,0.00001,0.00005,2.33889
smell,2,7,0.00002,0.00006,2.66656
perfume,0,3,0.00000,0.00003,2.11096
Holy,1,5,0.00001,0.00005,2.33889
quiet,6,13,0.00005,0.00012,2.81525
commandments,0,3,0.00000,0.00003,2.11096
mark,5,11,0.00004,0.00010,2.41304
teeth,4,9,0.00003,0.00008,2.01084
forehead,0,3,0.00000,0.00003,2.11096
Is,16,8,0.00014,0.00007,2.04791
show,11,18,0.00009,0.00016,2.03994
smooth,23,13,0.00020,0.00012,2.10026
male,1,5,0.00001,0.00005,2.33889
hidden,0,3,0.00000,0.00003,2.11096
back,29,17,0.00025,0.00015,2.35919
excellence,0,3,0.00000,0.00003,2.11096
formless,0,3,0.00000,0.00003,2.11096
accomplished,7,2,0.00006,0.00002,2.06980
Mind,0,3,0.00000,0.00003,2.11096
submit,3,8,0.00003,0.00007,2.28361
unthinkable,0,3,0.00000,0.00003,2.11096
sacred,11,4,0.00009,0.00004,2.56749
According,2,7,0.00002,0.00006,2.66656
gamin,0,3,0.00000,0.00003,2.11096
displays,0,3,0.00000,0.00003,2.11096
flying,7,2,0.00006,0.00002,2.06980
Truths,0,3,0.00000,0.00003,2.11096
purity,18,27,0.00015,0.00024,2.31347
staff,8,2,0.00007,0.00002,2.79227
advancing,0,3,0.00000,0.00003,2.11096
suffer,5,11,0.00004,0.00010,2.41304
al,0,3,0.00000,0.00003,2.11096
observed,16,8,0.00014,0.00007,2.04791
Such,23,32,0.00020,0.00029,2.01532
obtain,11,18,0.00009,0.00016,2.03994
view,23,12,0.00020,0.00011,2.69719
perplexed,1,5,0.00001,0.00005,2.33889
continuously,0,3,0.00000,0.00003,2.11096
warming,0,3,0.00000,0.00003,2.11096
aspired,0,3,0.00000,0.00003,2.11096
custom,4,0,0.00003,0.00000,2.67774
voting,4,0,0.00003,0.00000,2.67774
generosity,4,0,0.00003,0.00000,2.67774
worst,4,0,0.00003,0.00000,2.67774
divinity,4,0,0.00003,0.00000,2.67774
fodder,4,0,0.00003,0.00000,2.67774
destiny,4,0,0.00003,0.00000,2.67774
indicates,4,0,0.00003,0.00000,2.67774
unconscious,4,0,0.00003,0.00000,2.67774
despair,6,1,0.00005,0.00001,2.65168
chosen,6,1,0.00005,0.00001,2.65168
whirled,4,0,0.00003,0.00000,2.67774
ennui,4,0,0.00003,0.00000,2.67774
afflicted,2,7,0.00002,0.00006,2.66656
prevented,4,0,0.00003,0.00000,2.67774
Could,4,0,0.00003,0.00000,2.67774
thing,22,12,0.00019,0.00011,2.25031
irresistible,4,0,0.00003,0.00000,2.67774
adapted,4,0,0.00003,0.00000,2.67774
establish,4,0,0.00003,0.00000,2.67774
basis,4,0,0.00003,0.00000,2.67774
prairie,4,0,0.00003,0.00000,2.67774
problems,4,0,0.00003,0.00000,2.67774
accidental,4,0,0.00003,0.00000,2.67774
sit,27,15,0.00023,0.00014,2.63814
acquiring,4,10,0.00003,0.00009,2.67841
party,4,0,0.00003,0.00000,2.67774
surprise,7,2,0.00006,0.00002,2.06980
rapid,4,0,0.00003,0.00000,2.67774
draught,4,0,0.00003,0.00000,2.67774
list,4,0,0.00003,0.00000,2.67774
serves,4,0,0.00003,0.00000,2.67774
accordingly,6,1,0.00005,0.00001,2.65168
climates,4,0,0.00003,0.00000,2.67774
wheelbarrow,4,0,0.00003,0.00000,2.67774
poorer,4,0,0.00003,0.00000,2.67774
inward,4,0,0.00003,0.00000,2.67774
shift,4,0,0.00003,0.00000,2.67774
degenerate,4,0,0.00003,0.00000,2.67774
maintain,6,1,0.00005,0.00001,2.65168
richer,4,0,0.00003,0.00000,2.67774
hint,4,0,0.00003,0.00000,2.67774
bay,4,0,0.00003,0.00000,2.67774
turtle,6,1,0.00005,0.00001,2.65168
disappear,4,0,0.00003,0.00000,2.67774
anticipate,4,0,0.00003,0.00000,2.67774
sunrise,4,0,0.00003,0.00000,2.67774
mornings,4,0,0.00003,0.00000,2.67774
telegraph,4,0,0.00003,0.00000,2.67774
arrival,4,0,0.00003,0.00000,2.67774
dissolve,4,0,0.00003,0.00000,2.67774
stock,4,0,0.00003,0.00000,2.67774
unfrequented,4,0,0.00003,0.00000,2.67774
paid,14,6,0.00012,0.00005,2.51929
lawyer,4,0,0.00003,0.00000,2.67774
selling,4,0,0.00003,0.00000,2.67774
anywhere,8,2,0.00007,0.00002,2.79227
endeavored,4,0,0.00003,0.00000,2.67774
habits,4,0,0.00003,0.00000,2.67774
Empire,4,0,0.00003,0.00000,2.67774
purely,4,0,0.00003,0.00000,2.67774
write,8,2,0.00007,0.00002,2.79227
parts,17,8,0.00015,0.00007,2.54545
prospects,4,0,0.00003,0.00000,2.67774
results,6,1,0.00005,0.00001,2.65168
lights,4,0,0.00003,0.00000,2.67774
pace,6,1,0.00005,0.00001,2.65168
St,4,0,0.00003,0.00000,2.67774
easy,8,2,0.00007,0.00002,2.79227
opinions,4,0,0.00003,0.00000,2.67774
Kings,1,5,0.00001,0.00005,2.33889
tailor,4,0,0.00003,0.00000,2.67774
wooden,4,0,0.00003,0.00000,2.67774
delay,4,0,0.00003,0.00000,2.67774
fashionable,4,0,0.00003,0.00000,2.67774
easier,4,0,0.00003,0.00000,2.67774
adventurous,4,0,0.00003,0.00000,2.67774
travels,4,0,0.00003,0.00000,2.67774
possession,7,2,0.00006,0.00002,2.06980
deed,6,1,0.00005,0.00001,2.65168
garment,6,1,0.00005,0.00001,2.65168
stripped,4,0,0.00003,0.00000,2.67774
here,75,54,0.00064,0.00049,2.24573
shirt,4,0,0.00003,0.00000,2.67774
clad,4,0,0.00003,0.00000,2.67774
earning,4,0,0.00003,0.00000,2.67774
emphasis,4,0,0.00003,0.00000,2.67774
She,7,2,0.00006,0.00002,2.06980
honest,13,5,0.00011,0.00005,2.83197
wheat,4,0,0.00003,0.00000,2.67774
risen,7,2,0.00006,0.00002,2.06980
fashions,4,0,0.00003,0.00000,2.67774
costume,4,0,0.00003,0.00000,2.67774
patterns,4,0,0.00003,0.00000,2.67774
shaking,4,0,0.00003,0.00000,2.67774
lapse,6,1,0.00005,0.00001,2.65168
factory,4,0,0.00003,0.00000,2.67774
principal,4,0,0.00003,0.00000,2.67774
deny,4,0,0.00003,0.00000,2.67774
colder,4,0,0.00003,0.00000,2.67774
bag,4,0,0.00003,0.00000,2.67774
asleep,8,2,0.00007,0.00002,2.79227
occasional,4,0,0.00003,0.00000,2.67774
alike,4,9,0.00003,0.00008,2.01084
effectively,1,5,0.00001,0.00005,2.33889
rolled,6,1,0.00005,0.00001,2.65168
vacant,0,3,0.00000,0.00003,2.11096
sought,2,7,0.00002,0.00006,2.66656
Kotis,0,3,0.00000,0.00003,2.11096
exercises,0,3,0.00000,0.00003,2.11096
Extent,0,3,0.00000,0.00003,2.11096
shaken,0,3,0.00000,0.00003,2.11096
southern,4,10,0.00003,0.00009,2.67841
nine,10,3,0.00009,0.00003,2.99279
steep,5,11,0.00004,0.00010,2.41304
abode,6,1,0.00005,0.00001,2.65168
aspire,3,8,0.00003,0.00007,2.28361
commits,0,3,0.00000,0.00003,2.11096
moves,0,3,0.00000,0.00003,2.11096
deliver,0,3,0.00000,0.00003,2.11096
deliverance,0,3,0.00000,0.00003,2.11096
occasion,7,2,0.00006,0.00002,2.06980
prince,4,10,0.00003,0.00009,2.67841
wrapped,1,5,0.00001,0.00005,2.33889
infant,6,1,0.00005,0.00001,2.65168
During,1,5,0.00001,0.00005,2.33889
behalf,1,5,0.00001,0.00005,2.33889
almsgiving,0,3,0.00000,0.00003,2.11096
blessedness,0,3,0.00000,0.00003,2.11096
leap,6,1,0.00005,0.00001,2.65168
unprecedented,0,3,0.00000,0.00003,2.11096
previous,5,11,0.00004,0.00010,2.41304
marvelous,0,3,0.00000,0.00003,2.11096
repay,0,3,0.00000,0.00003,2.11096
Also,3,8,0.00003,0.00007,2.28361
earthly,2,7,0.00002,0.00006,2.66656
Mahakatyayana,0,3,0.00000,0.00003,2.11096
Maitrayaniputra,0,3,0.00000,0.00003,2.11096
Mahaprajapati,0,3,0.00000,0.00003,2.11096
planted,10,17,0.00009,0.00015,2.15026
Donor,0,3,0.00000,0.00003,2.11096
Full,0,3,0.00000,0.00003,2.11096
Devanam,0,3,0.00000,0.00003,2.11096
Sagara,0,3,0.00000,0.00003,2.11096
bowing,0,3,0.00000,0.00003,2.11096
seldom,2,7,0.00002,0.00006,2.66656
personally,0,3,0.00000,0.00003,2.11096
ugly,1,5,0.00001,0.00005,2.33889
lions,0,3,0.00000,0.00003,2.11096
loathing,0,3,0.00000,0.00003,2.11096
Numerous,0,3,0.00000,0.00003,2.11096
donations,0,3,0.00000,0.00003,2.11096
railings,0,3,0.00000,0.00003,2.11096
happy,4,10,0.00003,0.00009,2.67841
exerting,0,3,0.00000,0.00003,2.11096
dwellings,6,1,0.00005,0.00001,2.65168
gardens,2,7,0.00002,0.00006,2.66656
width,1,5,0.00001,0.00005,2.33889
spotless,0,3,0.00000,0.00003,2.11096
transcend,0,3,0.00000,0.00003,2.11096
march,4,0,0.00003,0.00000,2.67774
begins,6,1,0.00005,0.00001,2.65168
wet,4,0,0.00003,0.00000,2.67774
senses,9,3,0.00008,0.00003,2.31113
designs,4,0,0.00003,0.00000,2.67774
Yankee,4,0,0.00003,0.00000,2.67774
lest,4,0,0.00003,0.00000,2.67774
almshouse,4,0,0.00003,0.00000,2.67774
Consider,4,0,0.00003,0.00000,2.67774
cotton,4,0,0.00003,0.00000,2.67774
mostly,4,0,0.00003,0.00000,2.67774
slipped,4,0,0.00003,0.00000,2.67774
flakes,4,0,0.00003,0.00000,2.67774
pressure,4,0,0.00003,0.00000,2.67774
sufficient,10,3,0.00009,0.00003,2.99279
apartments,4,0,0.00003,0.00000,2.67774
average,4,0,0.00003,0.00000,2.67774
laborer,4,0,0.00003,0.00000,2.67774
store,10,3,0.00009,0.00003,2.99279
points,7,2,0.00006,0.00002,2.06980
point,23,13,0.00020,0.00012,2.10026
ninety,6,1,0.00005,0.00001,2.65168
turns,8,2,0.00007,0.00002,2.79227
plank,4,0,0.00003,0.00000,2.67774
problem,4,0,0.00003,0.00000,2.67774
myriads,4,0,0.00003,0.00000,2.67774
proves,4,0,0.00003,0.00000,2.67774
consist,4,0,0.00003,0.00000,2.67774
crown,1,5,0.00001,0.00005,2.33889
glow,1,5,0.00001,0.00005,2.33889
Morning,4,0,0.00003,0.00000,2.67774
desk,4,0,0.00003,0.00000,2.67774
herd,4,0,0.00003,0.00000,2.67774
natives,4,0,0.00003,0.00000,2.67774
pumpkin,4,0,0.00003,0.00000,2.67774
ox,4,10,0.00003,0.00009,2.67841
refreshed,4,0,0.00003,0.00000,2.67774
hungry,7,14,0.00006,0.00013,2.60305
housekeeper,4,0,0.00003,0.00000,2.67774
camp,4,0,0.00003,0.00000,2.67774
tomb,4,0,0.00003,0.00000,2.67774
proprietor,4,0,0.00003,0.00000,2.67774
objects,6,13,0.00005,0.00012,2.81525
housekeeping,4,0,0.00003,0.00000,2.67774
weariness,0,3,0.00000,0.00003,2.11096
Brahmas,0,3,0.00000,0.00003,2.11096
remainder,2,7,0.00002,0.00006,2.66656
Burning,0,3,0.00000,0.00003,2.11096
sired,0,3,0.00000,0.00003,2.11096
assemblies,0,3,0.00000,0.00003,2.11096
residing,0,3,0.00000,0.00003,2.11096
rejoiced,0,3,0.00000,0.00003,2.11096
distress,2,7,0.00002,0.00006,2.66656
comforted,0,3,0.00000,0.00003,2.11096
successor,0,3,0.00000,0.00003,2.11096
laziness,0,3,0.00000,0.00003,2.11096
exerted,0,3,0.00000,0.00003,2.11096
concentration,0,3,0.00000,0.00003,2.11096
limitless,0,3,0.00000,0.00003,2.11096
attributes,0,3,0.00000,0.00003,2.11096
hoping,1,5,0.00001,0.00005,2.33889
allowing,1,5,0.00001,0.00005,2.33889
release,1,5,0.00001,0.00005,2.33889
principle,7,14,0.00006,0.00013,2.60305
spiritual,9,3,0.00008,0.00003,2.31113
lime,4,0,0.00003,0.00000,2.67774
clay,8,2,0.00007,0.00002,2.79227
flat,8,2,0.00007,0.00002,2.79227
1845,4,0,0.00003,0.00000,2.67774
heap,8,2,0.00007,0.00002,2.79227
rails,4,0,0.00003,0.00000,2.67774
groping,4,0,0.00003,0.00000,2.67774
fog,4,0,0.00003,0.00000,2.67774
studs,4,0,0.00003,0.00000,2.67774
timbers,4,0,0.00003,0.00000,2.67774
sawed,4,0,0.00003,0.00000,2.67774
stump,4,0,0.00003,0.00000,2.67774
Fitchburg,4,0,0.00003,0.00000,2.67774
passage,10,3,0.00009,0.00003,2.99279
squares,4,0,0.00003,0.00000,2.67774
indistinct,4,0,0.00003,0.00000,2.67774
bundle,4,0,0.00003,0.00000,2.67774
thrush,4,0,0.00003,0.00000,2.67774
woodland,4,0,0.00003,0.00000,2.67774
freshly,4,0,0.00003,0.00000,2.67774
insignificant,4,0,0.00003,0.00000,2.67774
south,10,3,0.00009,0.00003,2.99279
cooking,4,0,0.00003,0.00000,2.67774
Iliad,4,0,0.00003,0.00000,2.67774
cheer,4,0,0.00003,0.00000,2.67774
notes,8,2,0.00007,0.00002,2.79227
True,4,0,0.00003,0.00000,2.67774
idea,8,2,0.00007,0.00002,2.79227
core,4,0,0.00003,0.00000,2.67774
tints,4,0,0.00003,0.00000,2.67774
Church,4,0,0.00003,0.00000,2.67774
standard,4,0,0.00003,0.00000,2.67774
occupants,4,0,0.00003,0.00000,2.67774
humble,12,5,0.00010,0.00005,2.24009
literally,4,0,0.00003,0.00000,2.67774
strip,4,0,0.00003,0.00000,2.67774
plumes,4,0,0.00003,0.00000,2.67774
blush,4,0,0.00003,0.00000,2.67774
imperfect,4,0,0.00003,0.00000,2.67774
25,4,0,0.00003,0.00000,2.67774
grandeur,4,0,0.00003,0.00000,2.67774
humility,4,0,0.00003,0.00000,2.67774
corporation,4,0,0.00003,0.00000,2.67774
somebody,4,0,0.00003,0.00000,2.67774
item,4,0,0.00003,0.00000,2.67774
Irishmen,4,0,0.00003,0.00000,2.67774
survey,4,0,0.00003,0.00000,2.67774
motes,4,0,0.00003,0.00000,2.67774
Which,4,0,0.00003,0.00000,2.67774
studies,6,1,0.00005,0.00001,2.65168
pretty,4,0,0.00003,0.00000,2.67774
arrive,4,0,0.00003,0.00000,2.67774
Maine,4,0,0.00003,0.00000,2.67774
travel,9,3,0.00008,0.00003,2.31113
Instead,8,2,0.00007,0.00002,2.79227
rushes,4,0,0.00003,0.00000,2.67774
earn,7,2,0.00006,0.00002,2.06980
plowing,4,0,0.00003,0.00000,2.67774
72,4,0,0.00003,0.00000,2.67774
bushels,4,0,0.00003,0.00000,2.67774
50,4,0,0.00003,0.00000,2.67774
select,8,2,0.00007,0.00002,2.79227
failure,4,0,0.00003,0.00000,2.67774
largest,4,0,0.00003,0.00000,2.67774
hereabouts,4,0,0.00003,0.00000,2.67774
East,4,0,0.00003,0.00000,2.67774
marble,4,0,0.00003,0.00000,2.67774
proceed,1,5,0.00001,0.00005,2.33889
bills,4,0,0.00003,0.00000,2.67774
started,4,0,0.00003,0.00000,2.67774
dish,4,0,0.00003,0.00000,2.67774
regularly,6,1,0.00005,0.00001,2.65168
omit,4,0,0.00003,0.00000,2.67774
Christ,4,0,0.00003,0.00000,2.67774
sang,4,0,0.00003,0.00000,2.67774
liquor,4,0,0.00003,0.00000,2.67774
squat,4,0,0.00003,0.00000,2.67774
fortnight,4,0,0.00003,0.00000,2.67774
mortar,4,0,0.00003,0.00000,2.67774
jug,4,0,0.00003,0.00000,2.67774
Indeed,7,2,0.00006,0.00002,2.06980
contained,4,0,0.00003,0.00000,2.67774
compact,4,0,0.00003,0.00000,2.67774
advise,4,0,0.00003,0.00000,2.67774
injure,1,5,0.00001,0.00005,2.33889
spare,6,1,0.00005,0.00001,2.65168
begun,6,1,0.00005,0.00001,2.65168
increasing,6,1,0.00005,0.00001,2.65168
general,11,4,0.00009,0.00004,2.56749
belief,1,5,0.00001,0.00005,2.33889
scarcely,4,0,0.00003,0.00000,2.67774
seriously,4,0,0.00003,0.00000,2.67774
professions,4,0,0.00003,0.00000,2.67774
pursuit,6,1,0.00005,0.00001,2.65168
papers,4,0,0.00003,0.00000,2.67774
wisely,4,0,0.00003,0.00000,2.67774
artificial,4,0,0.00003,0.00000,2.67774
sail,4,0,0.00003,0.00000,2.67774
underlie,4,0,0.00003,0.00000,2.67774
prove,6,1,0.00005,0.00001,2.65168
repair,4,0,0.00003,0.00000,2.67774
harmony,7,2,0.00006,0.00002,2.06980
philanthropic,4,0,0.00003,0.00000,2.67774
sacrifices,4,0,0.00003,0.00000,2.67774
employment,7,2,0.00006,0.00002,2.06980
obligation,4,0,0.00003,0.00000,2.67774
ventured,4,0,0.00003,0.00000,2.67774
agree,4,0,0.00003,0.00000,2.67774
preserves,4,0,0.00003,0.00000,2.67774
defence,4,0,0.00003,0.00000,2.67774
orbit,4,0,0.00003,0.00000,2.67774
design,4,0,0.00003,0.00000,2.67774
chanced,6,1,0.00005,0.00001,2.65168
Society,4,0,0.00003,0.00000,2.67774
appreciated,4,0,0.00003,0.00000,2.67774
Nay,4,0,0.00003,0.00000,2.67774
townsman,4,0,0.00003,0.00000,2.67774
Christian,4,0,0.00003,0.00000,2.67774
heroes,6,1,0.00005,0.00001,2.65168
wafted,4,0,0.00003,0.00000,2.67774
intercourse,4,0,0.00003,0.00000,2.67774
surrounds,4,0,0.00003,0.00000,2.67774
redeem,4,0,0.00003,0.00000,2.67774
Stop,0,3,0.00000,0.00003,2.11096
steadfast,0,3,0.00000,0.00003,2.11096
Taking,0,3,0.00000,0.00003,2.11096
status,0,3,0.00000,0.00003,2.11096
host,2,7,0.00002,0.00006,2.66656
dwells,4,9,0.00003,0.00008,2.01084
fulfilled,1,5,0.00001,0.00005,2.33889
whereby,0,3,0.00000,0.00003,2.11096
tiny,0,3,0.00000,0.00003,2.11096
Persons,0,3,0.00000,0.00003,2.11096
beset,1,5,0.00001,0.00005,2.33889
distinguishing,0,3,0.00000,0.00003,2.11096
harps,0,3,0.00000,0.00003,2.11096
attains,0,3,0.00000,0.00003,2.11096
incalculable,0,3,0.00000,0.00003,2.11096
impaired,0,3,0.00000,0.00003,2.11096
erroneous,0,3,0.00000,0.00003,2.11096
summon,0,3,0.00000,0.00003,2.11096
entanglements,0,3,0.00000,0.00003,2.11096
apart,9,3,0.00008,0.00003,2.31113
Parable,0,3,0.00000,0.00003,2.11096
ended,0,3,0.00000,0.00003,2.11096
conversion,0,3,0.00000,0.00003,2.11096
unshared,0,3,0.00000,0.00003,2.11096
vowed,0,3,0.00000,0.00003,2.11096
Free,0,3,0.00000,0.00003,2.11096
prophesy,0,3,0.00000,0.00003,2.11096
Firm,0,3,0.00000,0.00003,2.11096
Its,8,2,0.00007,0.00002,2.79227
gotten,0,3,0.00000,0.00003,2.11096
resound,4,0,0.00003,0.00000,2.67774
replied,2,7,0.00002,0.00006,2.66656
brood,4,0,0.00003,0.00000,2.67774
sphere,4,0,0.00003,0.00000,2.67774
surveyed,4,0,0.00003,0.00000,2.67774
sufficed,4,0,0.00003,0.00000,2.67774
orchard,4,0,0.00003,0.00000,2.67774
arithmetic,4,0,0.00003,0.00000,2.67774
skimmed,4,0,0.00003,0.00000,2.67774
separated,4,0,0.00003,0.00000,2.67774
interval,6,1,0.00005,0.00001,2.65168
lichen,4,0,0.00003,0.00000,2.67774
disappointed,4,0,0.00003,0.00000,2.67774
wake,4,0,0.00003,0.00000,2.67774
airy,4,0,0.00003,0.00000,2.67774
reminding,4,0,0.00003,0.00000,2.67774
visited,11,4,0.00009,0.00004,2.56749
settling,4,0,0.00003,0.00000,2.67774
degrees,4,0,0.00003,0.00000,2.67774
floated,4,0,0.00003,0.00000,2.67774
remote,8,2,0.00007,0.00002,2.79227
remoteness,4,0,0.00003,0.00000,2.67774
shepherd,4,0,0.00003,0.00000,2.67774
characters,4,0,0.00003,0.00000,2.67774
hum,4,0,0.00003,0.00000,2.67774
fertility,4,0,0.00003,0.00000,2.67774
awakes,4,0,0.00003,0.00000,2.67774
expected,7,2,0.00006,0.00002,2.06980
undulations,4,0,0.00003,0.00000,2.67774
Vedas,4,0,0.00003,0.00000,2.67774
fairest,4,0,0.00003,0.00000,2.67774
perpetual,4,0,0.00003,0.00000,2.67774
throw,6,1,0.00005,0.00001,2.65168
slumbering,4,0,0.00003,0.00000,2.67774
practise,4,0,0.00003,0.00000,2.67774
sublime,4,0,0.00003,0.00000,2.67774
pygmies,4,0,0.00003,0.00000,2.67774
fight,6,1,0.00005,0.00001,2.65168
canopy,0,3,0.00000,0.00003,2.11096
enrich,0,3,0.00000,0.00003,2.11096
amuse,1,5,0.00001,0.00005,2.33889
awareness,0,3,0.00000,0.00003,2.11096
lizards,0,3,0.00000,0.00003,2.11096
vipers,0,3,0.00000,0.00003,2.11096
beetles,0,3,0.00000,0.00003,2.11096
jackals,0,3,0.00000,0.00003,2.11096
seize,1,5,0.00001,0.00005,2.33889
whereupon,0,3,0.00000,0.00003,2.11096
tormented,0,3,0.00000,0.00003,2.11096
ills,0,3,0.00000,0.00003,2.11096
instructions,0,3,0.00000,0.00003,2.11096
trials,0,3,0.00000,0.00003,2.11096
seal,0,3,0.00000,0.00003,2.11096
avivartika,0,3,0.00000,0.00003,2.11096
sleepers,4,0,0.00003,0.00000,2.67774
starved,4,0,0.00003,0.00000,2.67774
church,4,0,0.00003,0.00000,2.67774
River,4,0,0.00003,0.00000,2.67774
letters,4,0,0.00003,0.00000,2.67774
penny,4,0,0.00003,0.00000,2.67774
jest,4,0,0.00003,0.00000,2.67774
rush,4,0,0.00003,0.00000,2.67774
plate,4,0,0.00003,0.00000,2.67774
Spain,4,0,0.00003,0.00000,2.67774
tale,4,0,0.00003,0.00000,2.67774
occasions,4,0,0.00003,0.00000,2.67774
artist,4,0,0.00003,0.00000,2.67774
thrown,4,0,0.00003,0.00000,2.67774
wing,4,0,0.00003,0.00000,2.67774
terrible,4,0,0.00003,0.00000,2.67774
paws,4,0,0.00003,0.00000,2.67774
trembling,6,1,0.00005,0.00001,2.65168
scabs,0,3,0.00000,0.00003,2.11096
beneath,19,10,0.00016,0.00009,2.14172
sinful,0,3,0.00000,0.00003,2.11096
pitying,0,3,0.00000,0.00003,2.11096
weary,4,9,0.00003,0.00008,2.01084
immeasurably,0,3,0.00000,0.00003,2.11096
