Word,walden.txt count,lotus.txt count,walden.txt freq,lotus.txt freq,Log Likelihood
dream,5,4,0.00004,0.00004,0.04115
Than,1,0,0.00001,0.00000,0.28280
resort,2,1,0.00002,0.00001,0.14614
Lies,1,0,0.00001,0.00000,0.28280
pause,2,0,0.00002,0.00000,0.93073
engineers,1,0,0.00001,0.00000,0.28280
firemen,1,0,0.00001,0.00000,0.28280
brakemen,1,0,0.00001,0.00000,0.28280
passengers,2,0,0.00002,0.00000,0.93073
engineer,2,0,0.00002,0.00000,0.93073
soot,2,0,0.00002,0.00000,0.93073
proposes,2,0,0.00002,0.00000,0.93073
distantly,1,0,0.00001,0.00000,0.28280
geological,1,0,0.00001,0.00000,0.28280
flowed,2,0,0.00002,0.00000,0.93073
forbid,1,0,0.00001,0.00000,0.28280
austere,1,0,0.00001,0.00000,0.28280
sweetness,1,0,0.00001,0.00000,0.28280
Sandy,1,0,0.00001,0.00000,0.28280
inland,2,0,0.00002,0.00000,0.93073
mariners,1,0,0.00001,0.00000,0.28280
chestnutting,1,0,0.00001,0.00000,0.28280
sedgy,1,0,0.00001,0.00000,0.28280
mouldering,1,0,0.00001,0.00000,0.28280
wreck,2,0,0.00002,0.00000,0.93073
pad,1,0,0.00001,0.00000,0.28280
impressive,2,1,0.00002,0.00001,0.14614
wader,1,0,0.00001,0.00000,0.28280
pipewort,1,0,0.00001,0.00000,0.28280
spherical,2,0,0.00002,0.00000,0.93073
pebble,1,0,0.00001,0.00000,0.28280
austerities,0,1,0.00000,0.00001,0.40215
Second,1,2,0.00001,0.00002,0.26548
Fifth,0,1,0.00000,0.00001,0.40215
quicker,0,1,0.00000,0.00001,0.40215
Thirteen,0,1,0.00000,0.00001,0.40215
Admonition,0,1,0.00000,0.00001,0.40215
Embrace,0,1,0.00000,0.00001,0.40215
accompanying,0,1,0.00000,0.00001,0.40215
corruption,0,1,0.00000,0.00001,0.40215
muddled,0,1,0.00000,0.00001,0.40215
devious,0,1,0.00000,0.00001,0.40215
maternal,0,1,0.00000,0.00001,0.40215
aunt,0,1,0.00000,0.00001,0.40215
worrying,0,1,0.00000,0.00001,0.40215
bestowal,0,1,0.00000,0.00001,0.40215
Glowing,0,1,0.00000,0.00001,0.40215
complying,0,1,0.00000,0.00001,0.40215
perverse,0,1,0.00000,0.00001,0.40215
boastful,0,1,0.00000,0.00001,0.40215
patched,0,1,0.00000,0.00001,0.40215
despising,0,1,0.00000,0.00001,0.40215
humankind,0,1,0.00000,0.00001,0.40215
Greedy,0,1,0.00000,0.00001,0.40215
robed,1,2,0.00001,0.00002,0.26548
borrow,2,1,0.00002,0.00001,0.14614
fabricate,0,1,0.00000,0.00001,0.40215
delude,0,1,0.00000,0.00001,0.40215
perverted,1,3,0.00001,0.00003,0.80430
Evil,0,1,0.00000,0.00001,0.40215
trusting,2,1,0.00002,0.00001,0.14614
frowns,0,1,0.00000,0.00001,0.40215
banished,1,2,0.00001,0.00002,0.26548
Fourteen,0,1,0.00000,0.00001,0.40215
Peaceful,0,1,0.00000,0.00001,0.40215
compliant,0,1,0.00000,0.00001,0.40215
Jains,0,1,0.00000,0.00001,0.40215
heretics,0,1,0.00000,0.00001,0.40215
anti,0,1,0.00000,0.00001,0.40215
boxing,0,1,0.00000,0.00001,0.40215
actors,0,1,0.00000,0.00001,0.40215
illusionary,0,1,0.00000,0.00001,0.40215
hall,4,2,0.00003,0.00002,0.39313
arouse,0,1,0.00000,0.00001,0.40215
widows,1,2,0.00001,0.00002,0.26548
imperative,0,1,0.00000,0.00001,0.40215
nurturing,0,1,0.00000,0.00001,0.40215
underage,0,1,0.00000,0.00001,0.40215
revolve,1,1,0.00001,0.00001,0.00356
innate,1,1,0.00001,0.00001,0.00356
barriers,0,1,0.00000,0.00001,0.40215
shun,1,1,0.00001,0.00001,0.00356
kingdoms,0,1,0.00000,0.00001,0.40215
adhere,2,1,0.00002,0.00001,0.14614
violate,0,1,0.00000,0.00001,0.40215
fond,0,1,0.00000,0.00001,0.40215
immediate,0,1,0.00000,0.00001,0.40215
expectations,1,2,0.00001,0.00002,0.26548
intimacy,0,1,0.00000,0.00001,0.40215
slaughterers,0,1,0.00000,0.00001,0.40215
carvers,0,1,0.00000,0.00001,0.40215
peddle,0,1,0.00000,0.00001,0.40215
favors,0,1,0.00000,0.00001,0.40215
lascivious,0,1,0.00000,0.00001,0.40215
enclosed,0,1,0.00000,0.00001,0.40215
medial,0,1,0.00000,0.00001,0.40215
unconditioned,0,1,0.00000,0.00001,0.40215
firmness,0,1,0.00000,0.00001,0.40215
attitude,3,1,0.00003,0.00001,0.56560
resentment,0,1,0.00000,0.00001,0.40215
oppose,0,1,0.00000,0.00001,0.40215
anoint,0,1,0.00000,0.00001,0.40215
indefinite,1,0,0.00001,0.00000,0.28280
nomenclature,1,0,0.00001,0.00000,0.28280
stupid,2,1,0.00002,0.00001,0.14614
abutted,1,0,0.00001,0.00000,0.28280
flint,1,0,0.00001,0.00000,0.28280
brazen,1,0,0.00001,0.00000,0.28280
trespassers,2,0,0.00002,0.00000,0.93073
talons,2,0,0.00002,0.00000,0.93073
harpy,1,0,0.00001,0.00000,0.28280
thanked,1,0,0.00001,0.00000,0.28280
Rather,2,0,0.00002,0.00000,0.93073
swim,2,0,0.00002,0.00000,0.93073
quadrupeds,2,0,0.00002,0.00000,0.93073
interwoven,1,0,0.00001,0.00000,0.28280
drained,2,0,0.00002,0.00000,0.93073
Give,2,0,0.00002,0.00000,0.93073
enjoys,1,0,0.00001,0.00000,0.28280
Farmers,1,0,0.00001,0.00000,0.28280
fungus,1,0,0.00001,0.00000,0.28280
muckheap,1,0,0.00001,0.00000,0.28280
swine,2,0,0.00002,0.00000,0.93073
uncleansed,1,0,0.00001,0.00000,0.28280
contiguous,1,0,0.00001,0.00000,0.28280
Stocked,1,0,0.00001,0.00000,0.28280
grease,1,0,0.00001,0.00000,0.28280
redolent,1,0,0.00001,0.00000,0.28280
manures,1,0,0.00001,0.00000,0.28280
buttermilk,1,0,0.00001,0.00000,0.28280
cultivation,1,0,0.00001,0.00000,0.28280
manured,1,0,0.00001,0.00000,0.28280
churchyard,1,0,0.00001,0.00000,0.28280
worthiest,2,0,0.00002,0.00000,0.93073
Icarian,2,0,0.00002,0.00000,0.93073
resounds,1,0,0.00001,0.00000,0.28280
Goose,2,0,0.00002,0.00000,0.93073
southwest,2,0,0.00002,0.00000,0.93073
privileges,2,0,0.00002,0.00000,0.93073
grist,1,0,0.00001,0.00000,0.28280
commonness,1,0,0.00001,0.00000,0.28280
twin,1,0,0.00001,0.00000,0.28280
connected,2,0,0.00002,0.00000,0.93073
sultry,1,0,0.00001,0.00000,0.28280
tinges,1,0,0.00001,0.00000,0.28280
bluish,2,0,0.00002,0.00000,0.93073
glaucous,2,0,0.00002,0.00000,0.93073
sandpaper,1,0,0.00001,0.00000,0.28280
frequents,1,0,0.00001,0.00000,0.28280
Virid,1,0,0.00001,0.00000,0.28280
Yellow,1,0,0.00001,0.00000,0.28280
Pine,1,0,0.00001,0.00000,0.28280
circumstance,2,0,0.00002,0.00000,0.93073
About,1,0,0.00001,0.00000,0.28280
1792,1,0,0.00001,0.00000,0.28280
Topographical,1,0,0.00001,0.00000,0.28280
Description,1,0,0.00001,0.00000,0.28280
Town,1,0,0.00001,0.00000,0.28280
Collections,1,0,0.00001,0.00000,0.28280
Historical,1,0,0.00001,0.00000,0.28280
fourteen,2,1,0.00002,0.00001,0.14614
49,2,0,0.00002,0.00000,0.93073
woodpeckers,1,0,0.00001,0.00000,0.28280
undulation,2,0,0.00002,0.00000,0.93073
Iris,1,0,0.00001,0.00000,0.28280
versicolor,1,0,0.00001,0.00000,0.28280
thinly,1,0,0.00001,0.00000,0.28280
hummingbirds,1,0,0.00001,0.00000,0.28280
crystals,2,0,0.00002,0.00000,0.93073
Lakes,1,0,0.00001,0.00000,0.28280
clutched,2,0,0.00002,0.00000,0.93073
successors,1,0,0.00001,0.00000,0.28280
disregard,2,0,0.00002,0.00000,0.93073
Kohinoor,1,0,0.00001,0.00000,0.28280
muck,1,0,0.00001,0.00000,0.28280
fairer,2,0,0.00002,0.00000,0.93073
Hither,1,0,0.00001,0.00000,0.28280
appreciates,1,0,0.00001,0.00000,0.28280
plumage,2,0,0.00002,0.00000,0.93073
maiden,1,0,0.00001,0.00000,0.28280
conspires,1,0,0.00001,0.00000,0.28280
luxuriant,2,0,0.00002,0.00000,0.93073
fleets,1,0,0.00001,0.00000,0.28280
rigged,1,0,0.00001,0.00000,0.28280
wavy,1,0,0.00001,0.00000,0.28280
Druids,1,0,0.00001,0.00000,0.28280
spiring,1,0,0.00001,0.00000,0.28280
Valhalla,2,0,0.00002,0.00000,0.93073
juniper,1,0,0.00001,0.00000,0.28280
toadstools,2,0,0.00002,0.00000,0.93073
fungi,1,0,0.00001,0.00000,0.28280
butterflies,1,0,0.00001,0.00000,0.28280
winkles,1,0,0.00001,0.00000,0.28280
pink,1,0,0.00001,0.00000,0.28280
dogwood,1,0,0.00001,0.00000,0.28280
alderberry,1,0,0.00001,0.00000,0.28280
glows,1,0,0.00001,0.00000,0.28280
waxwork,1,0,0.00001,0.00000,0.28280
grooves,1,0,0.00001,0.00000,0.28280
crushes,1,0,0.00001,0.00000,0.28280
folds,1,0,0.00001,0.00000,0.28280
holly,1,0,0.00001,0.00000,0.28280
dazzled,1,0,0.00001,0.00000,0.28280
nameless,1,0,0.00001,0.00000,0.28280
vest,1,0,0.00001,0.00000,0.28280
beech,2,0,0.00002,0.00000,0.93073
neat,1,0,0.00001,0.00000,0.28280
bole,1,0,0.00001,0.00000,0.28280
sizable,1,0,0.00001,0.00000,0.28280
beechnuts,1,0,0.00001,0.00000,0.28280
bass,1,0,0.00001,0.00000,0.28280
hornbeam,1,0,0.00001,0.00000,0.28280
Celtis,1,0,0.00001,0.00000,0.28280
occidentalis,1,0,0.00001,0.00000,0.28280
taller,1,0,0.00001,0.00000,0.28280
pagoda,1,0,0.00001,0.00000,0.28280
shrines,1,0,0.00001,0.00000,0.28280
abutment,1,0,0.00001,0.00000,0.28280
tinging,1,0,0.00001,0.00000,0.28280
dazzling,2,0,0.00002,0.00000,0.93073
dolphin,1,0,0.00001,0.00000,0.28280
employments,1,0,0.00001,0.00000,0.28280
halo,2,0,0.00002,0.00000,0.93073
elect,1,0,0.00001,0.00000,0.28280
Benvenuto,1,0,0.00001,0.00000,0.28280
Cellini,2,0,0.00002,0.00000,0.93073
memoirs,1,0,0.00001,0.00000,0.28280
confinement,2,0,0.00002,0.00000,0.93073
castle,2,0,0.00002,0.00000,0.93073
resplendent,1,0,0.00001,0.00000,0.28280
Italy,1,0,0.00001,0.00000,0.28280
France,2,0,0.00002,0.00000,0.93073
excitable,1,0,0.00001,0.00000,0.28280
superstition,1,0,0.00001,0.00000,0.28280
eke,1,0,0.00001,0.00000,0.28280
scanty,1,0,0.00001,0.00000,0.28280
Meadow,2,0,0.00002,0.00000,0.93073
adjunct,1,0,0.00001,0.00000,0.28280
Thy,2,0,0.00002,0.00000,0.93073
mossy,1,0,0.00001,0.00000,0.28280
Partly,1,0,0.00001,0.00000,0.28280
gliding,1,0,0.00001,0.00000,0.28280
musquash,2,0,0.00002,0.00000,0.93073
mercurial,1,0,0.00001,0.00000,0.28280
Darting,1,0,0.00001,0.00000,0.28280
hooked,1,0,0.00001,0.00000,0.28280
indefinitely,2,0,0.00002,0.00000,0.93073
handkerchief,1,0,0.00001,0.00000,0.28280
pickerelweed,1,0,0.00001,0.00000,0.28280
rumble,2,0,0.00002,0.00000,0.93073
forked,1,0,0.00001,0.00000,0.28280
unarmed,1,0,0.00001,0.00000,0.28280
uninhabited,1,0,0.00001,0.00000,0.28280
builded,1,0,0.00001,0.00000,0.28280
steers,1,0,0.00001,0.00000,0.28280
faced,2,2,0.00002,0.00002,0.00534
wrinkled,1,3,0.00001,0.00003,0.80430
sibyl,1,0,0.00001,0.00000,0.28280
cone,1,0,0.00001,0.00000,0.28280
nobles,1,0,0.00001,0.00000,0.28280
inquisitively,1,0,0.00001,0.00000,0.28280
cynosure,2,0,0.00002,0.00000,0.93073
starveling,1,0,0.00001,0.00000,0.28280
brat,1,0,0.00001,0.00000,0.28280
leaked,2,0,0.00002,0.00000,0.93073
showered,1,0,0.00001,0.00000,0.28280
thundered,1,0,0.00001,0.00000,0.28280
recesses,2,0,0.00002,0.00000,0.93073
greasy,1,0,0.00001,0.00000,0.28280
stalked,1,0,0.00001,0.00000,0.28280
humanized,1,0,0.00001,0.00000,0.28280
methought,2,0,0.00002,0.00000,0.93073
roast,2,0,0.00002,0.00000,0.93073
pecked,2,0,0.00002,0.00000,0.93073
significantly,1,0,0.00001,0.00000,0.28280
loafer,1,0,0.00001,0.00000,0.28280
chose,2,0,0.00002,0.00000,0.93073
trifle,1,0,0.00001,0.00000,0.28280
rated,1,0,0.00001,0.00000,0.28280
purposely,1,2,0.00001,0.00002,0.26548
heaved,2,0,0.00002,0.00000,0.93073
stared,1,0,0.00001,0.00000,0.28280
kimbo,1,0,0.00001,0.00000,0.28280
tooth,1,0,0.00001,0.00000,0.28280
massive,1,0,0.00001,0.00000,0.28280
roughly,1,0,0.00001,0.00000,0.28280
overwhelming,2,0,0.00002,0.00000,0.93073
fishworms,2,0,0.00002,0.00000,0.93073
glistening,1,0,0.00001,0.00000,0.28280
hopeful,1,0,0.00001,0.00000,0.28280
demurred,1,0,0.00001,0.00000,0.28280
bucket,2,0,0.00002,0.00000,0.93073
irrecoverable,1,0,0.00001,0.00000,0.28280
culinary,1,0,0.00001,0.00000,0.28280
distilled,1,0,0.00001,0.00000,0.28280
consultation,1,0,0.00001,0.00000,0.28280
gruel,2,0,0.00002,0.00000,0.93073
sustains,1,0,0.00001,0.00000,0.28280
shutting,1,0,0.00001,0.00000,0.28280
excluding,1,0,0.00001,0.00000,0.28280
skilfully,2,0,0.00002,0.00000,0.93073
undercurrent,1,0,0.00001,0.00000,0.28280
heartiest,1,0,0.00001,0.00000,0.28280
squeamish,2,0,0.00002,0.00000,0.93073
sloughs,1,0,0.00001,0.00000,0.28280
forlorn,2,0,0.00002,0.00000,0.93073
reddening,1,0,0.00001,0.00000,0.28280
brooks,2,0,0.00002,0.00000,0.93073
misgiving,2,0,0.00002,0.00000,0.93073
Remember,1,0,0.00001,0.00000,0.28280
Creator,1,0,0.00001,0.00000,0.28280
Rise,1,0,0.00001,0.00000,0.28280
Grow,1,0,0.00001,0.00000,0.28280
sedges,1,0,0.00001,0.00000,0.28280
brakes,1,0,0.00001,0.00000,0.28280
flee,1,1,0.00001,0.00001,0.00356
sheds,2,0,0.00002,0.00000,0.93073
Enjoy,1,0,0.00001,0.00000,0.28280
buying,1,0,0.00001,0.00000,0.28280
Landscape,1,0,0.00001,0.00000,0.28280
revel,1,0,0.00001,0.00000,0.28280
lea,1,0,0.00001,0.00000,0.28280
russet,2,0,0.00002,0.00000,0.93073
gabardine,1,0,0.00001,0.00000,0.28280
Dove,1,0,0.00001,0.00000,0.28280
Guy,1,0,0.00001,0.00000,0.28280
Faux,1,0,0.00001,0.00000,0.28280
conspiracies,1,0,0.00001,0.00000,0.28280
tamely,1,0,0.00001,0.00000,0.28280
haunt,1,0,0.00001,0.00000,0.28280
breathes,2,0,0.00002,0.00000,0.93073
impulse,1,0,0.00001,0.00000,0.28280
Poor,1,0,0.00001,0.00000,0.28280
derivative,1,0,0.00001,0.00000,0.28280
boggy,1,0,0.00001,0.00000,0.28280
deceit,0,1,0.00000,0.00001,0.40215
contemptuous,0,1,0.00000,0.00001,0.40215
indulgent,0,1,0.00000,0.00001,0.40215
willful,0,1,0.00000,0.00001,0.40215
wrangle,0,1,0.00000,0.00001,0.40215
kindly,0,1,0.00000,0.00001,0.40215
equitable,0,1,0.00000,0.00001,0.40215
heedful,0,1,0.00000,0.00001,0.40215
assent,0,1,0.00000,0.00001,0.40215
debates,0,1,0.00000,0.00001,0.40215
Wipe,0,1,0.00000,0.00001,0.40215
settlement,1,2,0.00001,0.00002,0.26548
troops,0,1,0.00000,0.00001,0.40215
handing,0,1,0.00000,0.00001,0.40215
personal,1,1,0.00001,0.00001,0.00356
presents,2,3,0.00002,0.00003,0.20926
unbelievably,0,1,0.00000,0.00001,0.40215
watches,0,1,0.00000,0.00001,0.40215
wiping,0,1,0.00000,0.00001,0.40215
hostility,0,1,0.00000,0.00001,0.40215
delightedly,0,1,0.00000,0.00001,0.40215
battling,0,1,0.00000,0.00001,0.40215
unbinds,0,1,0.00000,0.00001,0.40215
Swords,0,1,0.00000,0.00001,0.40215
mouths,2,1,0.00002,0.00001,0.14614
stopped,1,1,0.00001,0.00001,0.00356
incomparably,0,1,0.00000,0.00001,0.40215
Fifteen,0,1,0.00000,0.00001,0.40215
Leave,1,1,0.00001,0.00001,0.00356
Boundless,0,1,0.00000,0.00001,0.40215
Firmly,0,1,0.00000,0.00001,0.40215
Established,0,1,0.00000,0.00001,0.40215
Huge,0,1,0.00000,0.00001,0.40215
abacus,0,1,0.00000,0.00001,0.40215
webbed,2,0,0.00002,0.00000,0.93073
trotting,1,0,0.00001,0.00000,0.28280
talaria,1,0,0.00001,0.00000,0.28280
stealing,1,1,0.00001,0.00001,0.00356
thrill,1,0,0.00001,0.00000,0.28280
strongly,2,0,0.00002,0.00000,0.93073
abandonment,1,0,0.00001,0.00000,0.28280
morsel,1,0,0.00001,0.00000,0.28280
unaccountably,1,0,0.00001,0.00000,0.28280
closest,1,0,0.00001,0.00000,0.28280
Fishermen,1,0,0.00001,0.00000,0.28280
Missouri,1,0,0.00001,0.00000,0.28280
Columbia,1,0,0.00001,0.00000,0.28280
trapper,1,0,0.00001,0.00000,0.28280
Falls,1,0,0.00001,0.00000,0.28280
Mary,1,0,0.00001,0.00000,0.28280
halves,1,0,0.00001,0.00000,0.28280
instinctively,2,0,0.00002,0.00000,0.93073
assert,2,0,0.00002,0.00000,0.93073
holidays,1,0,0.00001,0.00000,0.28280
shouldered,1,0,0.00001,0.00000,0.28280
scarcity,1,0,0.00001,0.00000,0.28280
hunted,1,0,0.00001,0.00000,0.28280
Humane,1,0,0.00001,0.00000,0.28280
fishers,2,0,0.00002,0.00000,0.93073
differently,2,0,0.00002,0.00000,0.93073
ornithology,2,0,0.00002,0.00000,0.93073
substituted,2,0,0.00002,0.00000,0.93073
anxiously,2,0,0.00002,0.00000,0.93073
mighty,1,1,0.00001,0.00001,0.00356
Chaucer,1,0,0.00001,0.00000,0.28280
yave,1,0,0.00001,0.00000,0.28280
ben,1,0,0.00001,0.00000,0.28280
Algonquins,1,0,0.00001,0.00000,0.28280
fired,1,0,0.00001,0.00000,0.28280
outgrow,1,0,0.00001,0.00000,0.28280
thoughtless,1,0,0.00001,0.00000,0.28280
boyhood,1,0,0.00001,0.00000,0.28280
wantonly,1,0,0.00001,0.00000,0.28280
tenure,1,0,0.00001,0.00000,0.28280
warn,1,0,0.00001,0.00000,0.28280
sympathies,1,0,0.00001,0.00000,0.28280
oftenest,1,0,0.00001,0.00000,0.28280
distinguishes,2,0,0.00002,0.00000,0.93073
Shepherd,1,0,0.00001,0.00000,0.28280
detained,2,0,0.00002,0.00000,0.93073
clarifying,1,0,0.00001,0.00000,0.28280
Governor,2,0,0.00002,0.00000,0.93073
Council,2,0,0.00002,0.00000,0.93073
regards,1,0,0.00001,0.00000,0.28280
impaling,1,0,0.00001,0.00000,0.28280
embryo,1,0,0.00001,0.00000,0.28280
revives,1,0,0.00001,0.00000,0.28280
intimation,1,0,0.00001,0.00000,0.28280
housework,1,0,0.00001,0.00000,0.28280
scullion,1,0,0.00001,0.00000,0.28280
uncleanness,2,0,0.00002,0.00000,0.93073
traced,2,0,0.00002,0.00000,0.93073
repugnance,1,0,0.00001,0.00000,0.28280
entomologists,1,0,0.00001,0.00000,0.28280
Kirby,2,0,0.00002,0.00000,0.93073
Spence,2,0,0.00002,0.00000,0.93073
larvae,1,0,0.00001,0.00000,0.28280
voracious,1,0,0.00001,0.00000,0.28280
gluttonous,1,0,0.00001,0.00000,0.28280
abdomen,1,0,0.00001,0.00000,0.28280
represents,1,0,0.00001,0.00000,0.28280
larva,2,0,0.00002,0.00000,0.93073
tidbit,1,0,0.00001,0.00000,0.28280
tempts,1,0,0.00001,0.00000,0.28280
insectivorous,1,0,0.00001,0.00000,0.28280
feeder,1,0,0.00001,0.00000,0.28280
abdomens,1,0,0.00001,0.00000,0.28280
offend,1,0,0.00001,0.00000,0.28280
temperately,1,0,0.00001,0.00000,0.28280
appetites,1,0,0.00001,0.00000,0.28280
condiment,1,0,0.00001,0.00000,0.28280
reconciled,1,0,0.00001,0.00000,0.28280
reproach,2,0,0.00002,0.00000,0.93073
carnivorous,1,0,0.00001,0.00000,0.28280
preying,1,0,0.00001,0.00000,0.28280
snaring,1,0,0.00001,0.00000,0.28280
slaughtering,1,0,0.00001,0.00000,0.28280
gradual,1,0,0.00001,0.00000,0.28280
tribes,1,0,0.00001,0.00000,0.28280
faintest,2,0,0.00002,0.00000,0.93073
extremes,2,0,0.00002,0.00000,0.93073
resolute,1,0,0.00001,0.00000,0.28280
misled,1,0,0.00001,0.00000,0.28280
starry,1,0,0.00001,0.00000,0.28280
congratulation,1,0,0.00001,0.00000,0.28280
momentarily,1,0,0.00001,0.00000,0.28280
bless,2,0,0.00002,0.00000,0.93073
values,1,0,0.00001,0.00000,0.28280
astounding,2,0,0.00002,0.00000,0.93073
communicated,1,0,0.00001,0.00000,0.28280
intangible,1,0,0.00001,0.00000,0.28280
segment,1,0,0.00001,0.00000,0.28280
fried,1,0,0.00001,0.00000,0.28280
rat,1,0,0.00001,0.00000,0.28280
opium,1,0,0.00001,0.00000,0.28280
eater,1,0,0.00001,0.00000,0.28280
sober,2,0,0.00002,0.00000,0.93073
drunkenness,1,0,0.00001,0.00000,0.28280
intoxicating,1,0,0.00001,0.00000,0.28280
ebriosity,1,0,0.00001,0.00000,0.28280
coarsely,1,0,0.00001,0.00000,0.28280
privileged,1,0,0.00001,0.00000,0.28280
Ved,2,0,0.00002,0.00000,0.93073
refers,1,0,0.00001,0.00000,0.28280
Omnipresent,1,0,0.00001,0.00000,0.28280
Supreme,1,0,0.00001,0.00000,0.28280
prepares,1,0,0.00001,0.00000,0.28280
commentator,1,0,0.00001,0.00000,0.28280
Vedant,1,0,0.00001,0.00000,0.28280
thrilled,1,0,0.00001,0.00000,0.28280
palate,1,0,0.00001,0.00000,0.28280
Thseng,1,0,0.00001,0.00000,0.28280
eats,1,1,0.00001,0.00001,0.00356
glutton,1,0,0.00001,0.00000,0.28280
puritan,1,0,0.00001,0.00000,0.28280
alderman,1,0,0.00001,0.00000,0.28280
entereth,1,0,0.00001,0.00000,0.28280
defileth,1,0,0.00001,0.00000,0.28280
devotion,2,3,0.00002,0.00003,0.20926
sensual,2,0,0.00002,0.00000,0.93073
savors,1,0,0.00001,0.00000,0.28280
viand,1,0,0.00001,0.00000,0.28280
turtles,1,0,0.00001,0.00000,0.28280
tidbits,1,0,0.00001,0.00000,0.28280
indulges,1,0,0.00001,0.00000,0.28280
jelly,1,0,0.00001,0.00000,0.28280
calf,2,0,0.00002,0.00000,0.93073
sardines,1,0,0.00001,0.00000,0.28280
slimy,2,0,0.00002,0.00000,0.93073
beastly,1,0,0.00001,0.00000,0.28280
startlingly,1,0,0.00001,0.00000,0.28280
truce,2,0,0.00002,0.00000,0.93073
Goodness,1,0,0.00001,0.00000,0.28280
investment,1,0,0.00001,0.00000,0.28280
insisting,1,0,0.00001,0.00000,0.28280
patterer,1,0,0.00001,0.00000,0.28280
Universe,1,0,0.00001,0.00000,0.28280
recommending,1,0,0.00001,0.00000,0.28280
assessment,1,0,0.00001,0.00000,0.28280
charming,1,0,0.00001,0.00000,0.28280
transfixes,1,0,0.00001,0.00000,0.28280
irksome,1,0,0.00001,0.00000,0.28280
satire,1,0,0.00001,0.00000,0.28280
reptile,2,0,0.00002,0.00000,0.93073
Possibly,1,0,0.00001,0.00000,0.28280
jaw,1,0,0.00001,0.00000,0.28280
hog,1,0,0.00001,0.00000,0.28280
tusks,1,3,0.00001,0.00003,0.80430
Mencius,1,0,0.00001,0.00000,0.28280
inconsiderable,2,0,0.00002,0.00000,0.93073
approximation,1,0,0.00001,0.00000,0.28280
pervade,1,0,0.00001,0.00000,0.28280
control,2,2,0.00002,0.00002,0.00534
function,2,1,0.00002,0.00001,0.14614
transmute,1,0,0.00001,0.00000,0.28280
generative,1,0,0.00001,0.00000,0.28280
dissipates,1,0,0.00001,0.00000,0.28280
invigorates,1,0,0.00001,0.00000,0.28280
inspires,2,1,0.00002,0.00001,0.14614
Chastity,1,0,0.00001,0.00000,0.28280
Heroism,1,0,0.00001,0.00000,0.28280
Holiness,1,0,0.00001,0.00000,0.28280
blessed,2,2,0.00002,0.00002,0.00534
fauns,1,0,0.00001,0.00000,0.28280
satyrs,1,0,0.00001,0.00000,0.28280
assigned,2,0,0.00002,0.00000,0.93073
disafforested,1,0,0.00001,0.00000,0.28280
ev,1,0,0.00001,0.00000,0.28280
ry,1,0,0.00001,0.00000,0.28280
ass,1,0,0.00001,0.00000,0.28280
Else,1,0,0.00001,0.00000,0.28280
incline,1,0,0.00001,0.00000,0.28280
Them,1,0,0.00001,0.00000,0.28280
rage,1,1,0.00001,0.00001,0.00356
cohabit,2,0,0.00002,0.00000,0.93073
sensually,1,0,0.00001,0.00000,0.28280
sensualist,2,0,0.00002,0.00000,0.93073
chaste,2,0,0.00002,0.00000,0.93073
temperate,1,0,0.00001,0.00000,0.28280
chastity,1,0,0.00001,0.00000,0.28280
conformably,1,0,0.00001,0.00000,0.28280
rumor,2,0,0.00002,0.00000,0.93073
prostrate,2,2,0.00002,0.00002,0.00534
reposes,1,0,0.00001,0.00000,0.28280
fatigued,1,0,0.00001,0.00000,0.28280
cleaning,1,0,0.00001,0.00000,0.28280
ferocity,2,1,0.00002,0.00001,0.14614
forceful,0,1,0.00000,0.00001,0.40215
develop,0,1,0.00000,0.00001,0.40215
indulging,1,1,0.00001,0.00001,0.00356
rejecting,1,2,0.00001,0.00002,0.26548
fret,0,1,0.00000,0.00001,0.40215
Barely,0,1,0.00000,0.00001,0.40215
Was,2,1,0.00002,0.00001,0.14614
authoritative,0,1,0.00000,0.00001,0.40215
Shakya,0,1,0.00000,0.00001,0.40215
clan,0,1,0.00000,0.00001,0.40215
unsoiled,0,1,0.00000,0.00001,0.40215
immature,0,1,0.00000,0.00001,0.40215
clever,2,1,0.00002,0.00001,0.14614
persevering,0,1,0.00000,0.00001,0.40215
adept,0,1,0.00000,0.00001,0.40215
Sixteen,0,1,0.00000,0.00001,0.40215
Span,0,1,0.00000,0.00001,0.40215
encompass,0,1,0.00000,0.00001,0.40215
receptive,0,1,0.00000,0.00001,0.40215
emancipating,0,1,0.00000,0.00001,0.40215
perceives,0,1,0.00000,0.00001,0.40215
ebb,0,1,0.00000,0.00001,0.40215
consistent,1,1,0.00001,0.00001,0.00356
diverse,0,1,0.00000,0.00001,0.40215
lowliness,0,1,0.00000,0.00001,0.40215
imaginings,0,1,0.00000,0.00001,0.40215
discouraged,0,1,0.00000,0.00001,0.40215
chancing,0,1,0.00000,0.00001,0.40215
diseases,1,1,0.00001,0.00001,0.00356
distraught,0,1,0.00000,0.00001,0.40215
writhing,0,1,0.00000,0.00001,0.40215
entreat,0,1,0.00000,0.00001,0.40215
prescriptions,0,1,0.00000,0.00001,0.40215
Gathering,0,1,0.00000,0.00001,0.40215
grinds,0,1,0.00000,0.00001,0.40215
sifts,0,1,0.00000,0.00001,0.40215
mixes,0,1,0.00000,0.00001,0.40215
Giving,0,1,0.00000,0.00001,0.40215
dose,0,1,0.00000,0.00001,0.40215
befuddled,0,1,0.00000,0.00001,0.40215
