Word,lotus.txt count,walden.txt count,lotus.txt freq,walden.txt freq,Log Likelihood
hoe,0,23,0.00000,0.00020,24.91209
furniture,0,23,0.00000,0.00020,24.91209
traveller,0,23,0.00000,0.00020,24.91209
neighborhood,0,23,0.00000,0.00020,24.91209
thy,0,23,0.00000,0.00020,24.91209
boat,1,26,0.00001,0.00022,24.18370
scent,34,5,0.00031,0.00004,24.47168
books,1,26,0.00001,0.00022,24.18370
upholds,21,0,0.00019,0.00000,24.93359
near,10,49,0.00009,0.00042,24.72645
leaf,1,26,0.00001,0.00022,24.18370
low,2,29,0.00002,0.00025,24.06290
window,2,29,0.00002,0.00025,24.06290
grass,6,40,0.00005,0.00034,24.68098
accordance,21,0,0.00019,0.00000,24.93359
tranquility,21,0,0.00019,0.00000,24.93359
correct,27,2,0.00024,0.00002,24.78543
hell,24,1,0.00022,0.00001,24.57015
anyone,21,0,0.00019,0.00000,24.93359
transformed,24,1,0.00022,0.00001,24.57015
widely,24,1,0.00022,0.00001,24.57015
even,81,166,0.00073,0.00142,24.78352
karmas,21,0,0.00019,0.00000,24.93359
or,632,868,0.00572,0.00740,24.65110
emancipation,24,1,0.00022,0.00001,24.57015
feet,29,84,0.00026,0.00072,24.24404
and,4742,4552,0.04294,0.03883,24.49677
gandharvas,21,0,0.00019,0.00000,24.93359
miles,0,22,0.00000,0.00019,23.66775
tax,0,22,0.00000,0.00019,23.66775
history,0,22,0.00000,0.00019,23.66775
bed,0,22,0.00000,0.00019,23.66775
mankind,0,22,0.00000,0.00019,23.66775
told,6,39,0.00005,0.00033,23.67206
course,5,36,0.00005,0.00031,23.04877
broadly,20,0,0.00018,0.00000,23.57748
multitudes,20,0,0.00018,0.00000,23.57748
distinctions,31,4,0.00028,0.00003,23.63403
worthy,45,11,0.00041,0.00009,23.35259
converting,20,0,0.00018,0.00000,23.57748
abide,23,1,0.00021,0.00001,23.28004
clothes,3,31,0.00003,0.00026,23.15506
similes,20,0,0.00018,0.00000,23.57748
dharanis,20,0,0.00018,0.00000,23.57748
whose,23,73,0.00021,0.00062,23.86474
protect,23,1,0.00021,0.00001,23.28004
thick,4,34,0.00004,0.00029,23.55921
attendants,20,0,0.00018,0.00000,23.57748
acquire,33,5,0.00030,0.00004,23.34525
night,29,83,0.00026,0.00071,23.52374
like,185,306,0.00168,0.00261,23.27146
inch,0,21,0.00000,0.00018,22.42705
lake,0,21,0.00000,0.00018,22.42705
afternoon,0,21,0.00000,0.00018,22.42705
week,0,21,0.00000,0.00018,22.42705
dollars,0,21,0.00000,0.00018,22.42705
bark,0,21,0.00000,0.00018,22.42705
simple,0,21,0.00000,0.00018,22.42705
civilized,0,21,0.00000,0.00018,22.42705
home,6,38,0.00005,0.00032,22.67060
pity,34,6,0.00031,0.00005,22.08922
lost,8,42,0.00007,0.00036,22.19323
bit,19,0,0.00017,0.00000,22.22571
very,58,128,0.00053,0.00109,22.71062
clarity,19,0,0.00017,0.00000,22.22571
sandalwood,19,0,0.00017,0.00000,22.22571
paths,28,3,0.00025,0.00003,22.89591
nonhuman,19,0,0.00017,0.00000,22.22571
save,38,8,0.00034,0.00007,22.05195
delighted,19,0,0.00017,0.00000,22.22571
benefit,32,5,0.00029,0.00004,22.22767
vehicles,19,0,0.00017,0.00000,22.22571
bodies,53,16,0.00048,0.00014,22.54373
addressed,25,2,0.00023,0.00002,22.31288
Thereupon,19,0,0.00017,0.00000,22.22571
though,85,167,0.00077,0.00142,22.30983
dharani,19,0,0.00017,0.00000,22.22571
arrogance,19,0,0.00017,0.00000,22.22571
This,153,87,0.00139,0.00074,22.40750
paramitas,19,0,0.00017,0.00000,22.22571
everywhere,44,11,0.00040,0.00009,22.37357
old,42,103,0.00038,0.00088,22.59947
perch,0,20,0.00000,0.00017,21.19031
hill,0,20,0.00000,0.00017,21.19031
trade,0,20,0.00000,0.00017,21.19031
ancient,0,20,0.00000,0.00017,21.19031
heat,2,27,0.00002,0.00023,21.80135
sage,22,1,0.00020,0.00001,21.99636
received,41,10,0.00037,0.00009,21.24232
cut,6,37,0.00005,0.00032,21.67696
finished,31,5,0.00028,0.00004,21.11942
verses,27,3,0.00024,0.00003,21.71151
flower,29,4,0.00026,0.00003,21.33813
inches,1,24,0.00001,0.00020,21.82485
Innumerable,22,1,0.00020,0.00001,21.99636
Intent,18,0,0.00016,0.00000,20.87872
Ajita,18,0,0.00016,0.00000,20.87872
lay,5,33,0.00005,0.00028,20.00295
learned,4,31,0.00004,0.00026,20.41114
inhabitants,1,23,0.00001,0.00020,20.65411
region,26,3,0.00024,0.00003,20.53606
particular,3,29,0.00003,0.00025,20.98519
instead,2,26,0.00002,0.00022,20.68074
love,9,42,0.00008,0.00036,20.21986
air,20,63,0.00018,0.00054,20.30819
endure,21,1,0.00019,0.00001,20.71966
group,18,0,0.00016,0.00000,20.87872
lived,12,48,0.00011,0.00041,20.18473
among,69,28,0.00062,0.00024,20.04513
phenomena,30,5,0.00027,0.00004,20.02105
diligently,21,1,0.00019,0.00001,20.71966
numbers,28,4,0.00025,0.00003,20.20421
mandarava,18,0,0.00016,0.00000,20.87872
spread,21,1,0.00019,0.00001,20.71966
rejoice,26,3,0.00024,0.00003,20.53606
natural,4,31,0.00004,0.00026,20.41114
next,9,42,0.00008,0.00036,20.21986
doctrine,21,1,0.00019,0.00001,20.71966
said,145,83,0.00131,0.00071,20.84692
always,15,54,0.00014,0.00046,20.39776
Heavenly,18,0,0.00016,0.00000,20.87872
also,127,70,0.00115,0.00060,20.15349
He,169,103,0.00153,0.00088,20.26178
stage,30,5,0.00027,0.00004,20.02105
conduct,28,4,0.00025,0.00003,20.20421
merits,18,0,0.00016,0.00000,20.87872
kimnaras,18,0,0.00016,0.00000,20.87872
hunter,0,19,0.00000,0.00016,19.95791
written,0,19,0.00000,0.00016,19.95791
fox,0,19,0.00000,0.00016,19.95791
nearer,0,19,0.00000,0.00016,19.95791
glass,0,19,0.00000,0.00016,19.95791
cat,0,19,0.00000,0.00016,19.95791
pitch,0,19,0.00000,0.00016,19.95791
nearest,0,19,0.00000,0.00016,19.95791
property,0,19,0.00000,0.00016,19.95791
wall,0,19,0.00000,0.00016,19.95791
English,0,19,0.00000,0.00016,19.95791
war,0,19,0.00000,0.00016,19.95791
usual,0,19,0.00000,0.00016,19.95791
buy,0,19,0.00000,0.00016,19.95791
Worthy,17,0,0.00015,0.00000,19.53701
Inexhaustible,17,0,0.00015,0.00000,19.53701
detecting,17,0,0.00015,0.00000,19.53701
fishing,1,22,0.00001,0.00019,19.48980
monk,17,0,0.00015,0.00000,19.53701
bird,1,22,0.00001,0.00019,19.48980
stand,5,32,0.00005,0.00027,19.00475
describe,20,1,0.00018,0.00001,19.45054
burning,32,6,0.00029,0.00005,19.94402
Correct,17,0,0.00015,0.00000,19.53701
looked,7,37,0.00006,0.00032,19.51649
Immediately,17,0,0.00015,0.00000,19.53701
slight,1,22,0.00001,0.00019,19.48980
go,45,103,0.00041,0.00088,19.70694
merely,14,51,0.00013,0.00044,19.48087
am,45,103,0.00041,0.00088,19.70694
converted,25,3,0.00023,0.00003,19.37019
land,91,44,0.00082,0.00038,19.39435
characteristics,17,0,0.00015,0.00000,19.53701
employing,20,1,0.00018,0.00001,19.45054
subtle,23,2,0.00021,0.00002,19.87228
ray,20,1,0.00018,0.00001,19.45054
Never,20,1,0.00018,0.00001,19.45054
where,110,196,0.00100,0.00167,19.50338
realm,20,1,0.00018,0.00001,19.45054
demons,17,0,0.00015,0.00000,19.53701
types,20,1,0.00018,0.00001,19.45054
equal,44,13,0.00040,0.00011,19.04229
reason,57,21,0.00052,0.00018,19.02248
practiced,20,1,0.00018,0.00001,19.45054
character,2,25,0.00002,0.00021,19.56755
desire,39,10,0.00035,0.00009,19.29887
were,267,402,0.00242,0.00343,19.94686
fishes,0,18,0.00000,0.00015,18.73029
track,0,18,0.00000,0.00015,18.73029
beauty,0,18,0.00000,0.00015,18.73029
nations,0,18,0.00000,0.00015,18.73029
important,0,18,0.00000,0.00015,18.73029
globe,0,18,0.00000,0.00015,18.73029
afford,0,18,0.00000,0.00015,18.73029
remarkable,0,18,0.00000,0.00015,18.73029
Every,1,21,0.00001,0.00018,18.33247
daily,1,21,0.00001,0.00018,18.33247
shelter,1,21,0.00001,0.00018,18.33247
Gladly,16,0,0.00014,0.00000,18.20117
ponds,1,21,0.00001,0.00018,18.33247
powdered,16,0,0.00014,0.00000,18.20117
fresh,3,27,0.00003,0.00023,18.84679
common,5,31,0.00005,0.00026,18.01588
accepts,16,0,0.00014,0.00000,18.20117
diligent,19,1,0.00017,0.00001,18.18972
Counterfeit,16,0,0.00014,0.00000,18.20117
stone,1,21,0.00001,0.00018,18.33247
reverent,16,0,0.00014,0.00000,18.20117
name,58,22,0.00053,0.00019,18.58407
hand,15,52,0.00014,0.00044,18.78026
spirits,34,8,0.00031,0.00007,18.00662
arhats,16,0,0.00014,0.00000,18.20117
A,24,67,0.00022,0.00057,18.18265
nor,48,106,0.00043,0.00090,18.78092
praised,19,1,0.00017,0.00001,18.18972
hood,16,0,0.00014,0.00000,18.20117
mahoragas,16,0,0.00014,0.00000,18.20117
twelve,40,11,0.00036,0.00009,18.55514
r,0,17,0.00000,0.00015,17.50795
faint,0,17,0.00000,0.00015,17.50795
genius,0,17,0.00000,0.00015,17.50795
obliged,0,17,0.00000,0.00015,17.50795
intervals,0,17,0.00000,0.00015,17.50795
pleasant,0,17,0.00000,0.00015,17.50795
interesting,0,17,0.00000,0.00015,17.50795
horizon,0,17,0.00000,0.00015,17.50795
farmers,0,17,0.00000,0.00015,17.50795
philosopher,0,17,0.00000,0.00015,17.50795
axe,0,17,0.00000,0.00015,17.50795
primitive,0,17,0.00000,0.00015,17.50795
soul,0,17,0.00000,0.00015,17.50795
mode,0,17,0.00000,0.00015,17.50795
account,3,26,0.00003,0.00022,17.79071
hills,6,33,0.00005,0.00028,17.78865
excellent,23,3,0.00021,0.00003,17.07003
art,2,23,0.00002,0.00020,17.36570
dead,4,28,0.00004,0.00024,17.33945
think,47,103,0.00043,0.00088,17.93090
mean,5,30,0.00005,0.00026,17.03689
seats,26,4,0.00024,0.00003,17.96751
built,4,28,0.00004,0.00024,17.33945
now,180,117,0.00163,0.00100,17.42259
throughout,26,4,0.00024,0.00003,17.96751
especially,1,20,0.00001,0.00017,17.18272
leaves,15,51,0.00014,0.00044,17.98451
Men,1,20,0.00001,0.00017,17.18272
future,37,10,0.00034,0.00009,17.39864
left,21,61,0.00019,0.00052,17.53605
we,250,372,0.00226,0.00317,17.32928
organ,21,2,0.00019,0.00002,17.46887
presented,23,3,0.00021,0.00003,17.07003
country,16,52,0.00014,0.00044,17.35059
across,2,23,0.00002,0.00020,17.36570
accomplish,23,3,0.00021,0.00003,17.07003
meadow,0,16,0.00000,0.00014,16.29147
news,0,16,0.00000,0.00014,16.29147
opposite,0,16,0.00000,0.00014,16.29147
wings,0,16,0.00000,0.00014,16.29147
floor,0,16,0.00000,0.00014,16.29147
chiefly,0,16,0.00000,0.00014,16.29147
modern,0,16,0.00000,0.00014,16.29147
vegetable,0,16,0.00000,0.00014,16.29147
tried,0,16,0.00000,0.00014,16.29147
begin,0,16,0.00000,0.00014,16.29147
townsmen,0,16,0.00000,0.00014,16.29147
Beings,15,0,0.00014,0.00000,16.87188
sleep,1,19,0.00001,0.00016,16.04127
shramaneras,15,0,0.00014,0.00000,16.87188
Excellence,15,0,0.00014,0.00000,16.87188
dry,5,29,0.00005,0.00025,16.06838
oil,20,2,0.00018,0.00002,16.28312
stones,5,29,0.00005,0.00025,16.06838
standing,8,36,0.00007,0.00031,16.66571
haste,1,19,0.00001,0.00016,16.04127
roof,1,19,0.00001,0.00016,16.04127
storehouses,15,0,0.00014,0.00000,16.87188
gaining,15,0,0.00014,0.00000,16.87188
hearer,18,1,0.00016,0.00001,16.93802
salvation,15,0,0.00014,0.00000,16.87188
Sometimes,4,27,0.00004,0.00023,16.33506
parables,15,0,0.00014,0.00000,16.87188
Among,18,1,0.00016,0.00001,16.93802
legged,20,2,0.00018,0.00002,16.28312
earth,34,80,0.00031,0.00068,16.11858
must,136,83,0.00123,0.00071,16.21017
eastern,20,2,0.00018,0.00002,16.28312
Jeweled,15,0,0.00014,0.00000,16.87188
attached,25,4,0.00023,0.00003,16.86617
understood,20,2,0.00018,0.00002,16.28312
years,33,79,0.00030,0.00067,16.46556
let,21,59,0.00019,0.00050,16.11235
meanings,15,0,0.00014,0.00000,16.87188
pratyekabuddha,15,0,0.00014,0.00000,16.87188
arhat,15,0,0.00014,0.00000,16.87188
eyebrows,15,0,0.00014,0.00000,16.87188
Tathagata,15,0,0.00014,0.00000,16.87188
through,78,146,0.00071,0.00125,16.94053
then,190,127,0.00172,0.00108,16.59069
wind,11,42,0.00010,0.00036,16.74338
kotis,15,0,0.00014,0.00000,16.87188
knowledge,34,9,0.00031,0.00008,16.24463
health,0,15,0.00000,0.00013,15.08154
memorable,0,15,0.00000,0.00013,15.08154
cars,0,15,0.00000,0.00013,15.08154
grown,0,15,0.00000,0.00013,15.08154
o,0,15,0.00000,0.00013,15.08154
waste,0,15,0.00000,0.00013,15.08154
surprised,0,15,0.00000,0.00013,15.08154
poet,0,15,0.00000,0.00013,15.08154
discovered,0,15,0.00000,0.00013,15.08154
fit,0,15,0.00000,0.00013,15.08154
late,0,15,0.00000,0.00013,15.08154
atmosphere,0,15,0.00000,0.00013,15.08154
Perhaps,0,15,0.00000,0.00013,15.08154
book,0,15,0.00000,0.00013,15.08154
Massachusetts,0,15,0.00000,0.00013,15.08154
repent,17,1,0.00015,0.00001,15.69636
Disparaging,14,0,0.00013,0.00000,15.54997
lamps,14,0,0.00013,0.00000,15.54997
diligence,14,0,0.00013,0.00000,15.54997
associate,14,0,0.00013,0.00000,15.54997
sixteen,19,2,0.00017,0.00002,15.10930
impoverished,17,1,0.00015,0.00001,15.69636
comprehensive,14,0,0.00013,0.00000,15.54997
says,9,37,0.00008,0.00032,15.79005
robe,19,2,0.00017,0.00002,15.10930
views,22,3,0.00020,0.00003,15.93740
errors,14,0,0.00013,0.00000,15.54997
paramita,14,0,0.00013,0.00000,15.54997
storehouse,17,1,0.00015,0.00001,15.69636
Wonderfully,14,0,0.00013,0.00000,15.54997
hearts,22,3,0.00020,0.00003,15.93740
instruct,14,0,0.00013,0.00000,15.54997
believe,58,25,0.00053,0.00021,15.20518
mercy,19,2,0.00017,0.00002,15.10930
praising,14,0,0.00013,0.00000,15.54997
ways,31,8,0.00028,0.00007,15.09386
scattered,22,3,0.00020,0.00003,15.93740
princes,17,1,0.00015,0.00001,15.69636
board,1,18,0.00001,0.00015,14.90893
emanated,13,0,0.00012,0.00000,14.23642
stupa,13,0,0.00012,0.00000,14.23642
Seen,16,1,0.00014,0.00001,14.46583
caught,2,20,0.00002,0.00017,14.13465
emanations,13,0,0.00012,0.00000,14.23642
mindedly,13,0,0.00012,0.00000,14.23642
fellow,2,20,0.00002,0.00017,14.13465
ready,1,18,0.00001,0.00015,14.90893
Sumeru,13,0,0.00012,0.00000,14.23642
anything,3,23,0.00003,0.00020,14.68280
larger,1,18,0.00001,0.00015,14.90893
holes,1,18,0.00001,0.00015,14.90893
birds,8,33,0.00007,0.00028,14.03892
possesses,13,0,0.00012,0.00000,14.23642
fulfill,13,0,0.00012,0.00000,14.23642
sense,9,36,0.00008,0.00031,14.93512
simile,13,0,0.00012,0.00000,14.23642
whole,21,57,0.00019,0.00049,14.72448
Not,2,20,0.00002,0.00017,14.13465
fearful,13,0,0.00012,0.00000,14.23642
manifest,23,4,0.00021,0.00003,14.70168
adornment,13,0,0.00012,0.00000,14.23642
emit,16,1,0.00014,0.00001,14.46583
achieve,13,0,0.00012,0.00000,14.23642
emitted,13,0,0.00012,0.00000,14.23642
turning,29,7,0.00026,0.00006,14.91454
several,6,30,0.00005,0.00026,14.97655
Shakra,13,0,0.00012,0.00000,14.23642
Cloud,13,0,0.00012,0.00000,14.23642
wishes,21,3,0.00019,0.00003,14.81767
evils,16,1,0.00014,0.00001,14.46583
saving,16,1,0.00014,0.00001,14.46583
rained,21,3,0.00019,0.00003,14.81767
although,16,1,0.00014,0.00001,14.46583
throne,13,0,0.00012,0.00000,14.23642
between,18,51,0.00016,0.00044,14.04255
see,207,145,0.00187,0.00124,14.95299
cost,2,20,0.00002,0.00017,14.13465
moral,1,18,0.00001,0.00015,14.90893
attachment,13,0,0.00012,0.00000,14.23642
roots,40,14,0.00036,0.00012,14.15223
garudas,13,0,0.00012,0.00000,14.23642
Mahasattvas,13,0,0.00012,0.00000,14.23642
meadows,0,14,0.00000,0.00012,13.87899
potatoes,0,14,0.00000,0.00012,13.87899
apparently,0,14,0.00000,0.00012,13.87899
crop,0,14,0.00000,0.00012,13.87899
beside,0,14,0.00000,0.00012,13.87899
dozen,0,14,0.00000,0.00012,13.87899
edge,0,14,0.00000,0.00012,13.87899
hollow,0,14,0.00000,0.00012,13.87899
getting,0,14,0.00000,0.00012,13.87899
public,0,14,0.00000,0.00012,13.87899
answered,0,14,0.00000,0.00012,13.87899
wont,0,14,0.00000,0.00012,13.87899
unless,0,14,0.00000,0.00012,13.87899
philosophy,0,14,0.00000,0.00012,13.87899
fuel,0,14,0.00000,0.00012,13.87899
requires,0,14,0.00000,0.00012,13.87899
Most,0,14,0.00000,0.00012,13.87899
imagination,2,19,0.00002,0.00016,13.08020
frequently,1,17,0.00001,0.00015,13.78664
sure,2,19,0.00002,0.00016,13.08020
spells,15,1,0.00014,0.00001,13.24772
wit,1,17,0.00001,0.00015,13.78664
spend,3,22,0.00003,0.00019,13.66954
longer,8,32,0.00007,0.00027,13.18715
sort,6,28,0.00005,0.00024,13.16029
rest,14,43,0.00013,0.00037,13.21739
attaining,15,1,0.00014,0.00001,13.24772
Again,20,3,0.00018,0.00003,13.71195
leader,20,3,0.00018,0.00003,13.71195
relics,18,2,0.00016,0.00002,13.94854
wholly,2,19,0.00002,0.00016,13.08020
rare,41,15,0.00037,0.00013,13.68729
does,48,97,0.00043,0.00083,13.86571
What,31,71,0.00028,0.00061,13.49995
harm,15,1,0.00014,0.00001,13.24772
When,146,97,0.00132,0.00083,13.02243
aspect,18,2,0.00016,0.00002,13.94854
bar,0,13,0.00000,0.00011,12.68480
John,0,13,0.00000,0.00011,12.68480
yard,0,13,0.00000,0.00011,12.68480
landscape,0,13,0.00000,0.00011,12.68480
diameter,0,13,0.00000,0.00011,12.68480
squirrels,0,13,0.00000,0.00011,12.68480
humanity,0,13,0.00000,0.00011,12.68480
student,0,13,0.00000,0.00011,12.68480
oak,0,13,0.00000,0.00011,12.68480
noon,0,13,0.00000,0.00011,12.68480
usually,0,13,0.00000,0.00011,12.68480
required,0,13,0.00000,0.00011,12.68480
materials,0,13,0.00000,0.00011,12.68480
Indians,0,13,0.00000,0.00011,12.68480
boards,0,13,0.00000,0.00011,12.68480
doors,0,13,0.00000,0.00011,12.68480
America,0,13,0.00000,0.00011,12.68480
loon,0,13,0.00000,0.00011,12.68480
bare,0,13,0.00000,0.00011,12.68480
accident,0,13,0.00000,0.00011,12.68480
enterprise,0,13,0.00000,0.00011,12.68480
civilization,0,13,0.00000,0.00011,12.68480
bank,0,13,0.00000,0.00011,12.68480
market,0,13,0.00000,0.00011,12.68480
comparatively,0,13,0.00000,0.00011,12.68480
acres,0,13,0.00000,0.00011,12.68480
cattle,0,13,0.00000,0.00011,12.68480
deal,0,13,0.00000,0.00011,12.68480
wear,1,16,0.00001,0.00014,12.67548
remember,5,25,0.00005,0.00021,12.31306
waves,1,16,0.00001,0.00014,12.67548
transcribe,12,0,0.00011,0.00000,12.93242
subject,1,16,0.00001,0.00014,12.67548
room,8,31,0.00007,0.00026,12.34839
paste,12,0,0.00011,0.00000,12.93242
grew,1,16,0.00001,0.00014,12.67548
anger,12,0,0.00011,0.00000,12.93242
directly,2,18,0.00002,0.00015,12.03881
hindrance,14,1,0.00013,0.00001,12.04353
feel,6,27,0.00005,0.00023,12.27190
wise,11,37,0.00010,0.00032,12.70236
greatest,3,21,0.00003,0.00018,12.66918
ponder,12,0,0.00011,0.00000,12.93242
walk,4,23,0.00004,0.00020,12.43380
calculation,17,2,0.00015,0.00002,12.80216
concerned,2,18,0.00002,0.00015,12.03881
accepted,14,1,0.00013,0.00001,12.04353
tranquil,14,1,0.00013,0.00001,12.04353
medicinal,12,0,0.00011,0.00000,12.93242
teach,28,8,0.00025,0.00007,12.30509
receive,28,8,0.00025,0.00007,12.30509
beam,14,1,0.00013,0.00001,12.04353
features,19,3,0.00017,0.00003,12.62149
trembled,12,0,0.00011,0.00000,12.93242
virtue,49,21,0.00044,0.00018,12.92038
extensively,12,0,0.00011,0.00000,12.93242
cross,14,1,0.00013,0.00001,12.04353
offered,28,8,0.00025,0.00007,12.30509
Do,32,10,0.00029,0.00009,12.86583
after,141,93,0.00128,0.00079,12.91888
recites,12,0,0.00011,0.00000,12.93242
reaching,17,2,0.00015,0.00002,12.80216
signs,17,2,0.00015,0.00002,12.80216
dust,42,17,0.00038,0.00015,12.10323
Brister,0,12,0.00000,0.00010,11.50017
slavery,0,12,0.00000,0.00010,11.50017
Flint,0,12,0.00000,0.00010,11.50017
Haven,0,12,0.00000,0.00010,11.50017
Fair,0,12,0.00000,0.00010,11.50017
gun,0,12,0.00000,0.00010,11.50017
hoo,0,12,0.00000,0.00010,11.50017
Lincoln,0,12,0.00000,0.00010,11.50017
jail,0,12,0.00000,0.00010,11.50017
reminded,0,12,0.00000,0.00010,11.50017
table,0,12,0.00000,0.00010,11.50017
appetite,0,12,0.00000,0.00010,11.50017
occasionally,0,12,0.00000,0.00010,11.50017
nation,0,12,0.00000,0.00010,11.50017
independent,0,12,0.00000,0.00010,11.50017
cow,0,12,0.00000,0.00010,11.50017
partly,0,12,0.00000,0.00010,11.50017
price,0,12,0.00000,0.00010,11.50017
hoeing,0,12,0.00000,0.00010,11.50017
chimney,0,12,0.00000,0.00010,11.50017
April,0,12,0.00000,0.00010,11.50017
woodchuck,0,12,0.00000,0.00010,11.50017
paper,0,12,0.00000,0.00010,11.50017
string,0,12,0.00000,0.00010,11.50017
frozen,0,12,0.00000,0.00010,11.50017
suggested,0,12,0.00000,0.00010,11.50017
instinct,0,12,0.00000,0.00010,11.50017
foundation,0,12,0.00000,0.00010,11.50017
Boston,0,12,0.00000,0.00010,11.50017
certainly,0,12,0.00000,0.00010,11.50017
vital,0,12,0.00000,0.00010,11.50017
luxury,0,12,0.00000,0.00010,11.50017
bought,0,12,0.00000,0.00010,11.50017
system,0,12,0.00000,0.00010,11.50017
necessity,0,12,0.00000,0.00010,11.50017
barn,0,12,0.00000,0.00010,11.50017
coat,0,12,0.00000,0.00010,11.50017
3,0,12,0.00000,0.00010,11.50017
Abundant,11,0,0.00010,0.00000,11.63945
catch,1,15,0.00001,0.00013,11.57673
Encircling,11,0,0.00010,0.00000,11.63945
proportion,3,20,0.00003,0.00017,11.68283
hole,3,20,0.00003,0.00017,11.68283
trust,1,15,0.00001,0.00013,11.57673
However,1,15,0.00001,0.00013,11.57673
Monks,11,0,0.00010,0.00000,11.63945
Accumulated,11,0,0.00010,0.00000,11.63945
Kashyapa,11,0,0.00010,0.00000,11.63945
distinguished,1,15,0.00001,0.00013,11.57673
native,2,17,0.00002,0.00015,11.01180
distance,8,30,0.00007,0.00026,11.52336
entrust,11,0,0.00010,0.00000,11.63945
thin,3,20,0.00003,0.00017,11.68283
reborn,11,0,0.00010,0.00000,11.63945
likely,1,15,0.00001,0.00013,11.57673
Treasure,11,0,0.00010,0.00000,11.63945
greed,11,0,0.00010,0.00000,11.63945
asamkhayas,11,0,0.00010,0.00000,11.63945
thereby,11,0,0.00010,0.00000,11.63945
Brahmans,11,0,0.00010,0.00000,11.63945
manifests,11,0,0.00010,0.00000,11.63945
memorial,11,0,0.00010,0.00000,11.63945
overbearing,11,0,0.00010,0.00000,11.63945
Summit,11,0,0.00010,0.00000,11.63945
far,56,103,0.00051,0.00088,11.26883
Freedom,11,0,0.00010,0.00000,11.63945
Immeasurable,11,0,0.00010,0.00000,11.63945
regression,11,0,0.00010,0.00000,11.63945
bestow,20,4,0.00018,0.00003,11.56611
really,3,20,0.00003,0.00017,11.68283
ease,16,2,0.00014,0.00002,11.67169
revere,11,0,0.00010,0.00000,11.63945
covered,9,32,0.00008,0.00027,11.63651
many,101,164,0.00091,0.00140,11.49783
No,8,30,0.00007,0.00026,11.52336
display,11,0,0.00010,0.00000,11.63945
realms,11,0,0.00010,0.00000,11.63945
however,6,26,0.00005,0.00022,11.39780
wish,46,20,0.00042,0.00017,11.81428
Preaching,11,0,0.00010,0.00000,11.63945
both,11,36,0.00010,0.00031,11.92993
yet,61,110,0.00055,0.00094,11.30885
horse,3,20,0.00003,0.00017,11.68283
skin,1,15,0.00001,0.00013,11.57673
agate,11,0,0.00010,0.00000,11.63945
As,35,74,0.00032,0.00063,11.77669
organs,18,3,0.00016,0.00003,11.54773
pickerel,0,11,0.00000,0.00009,10.32656
brown,0,11,0.00000,0.00009,10.32656
Hill,0,11,0.00000,0.00009,10.32656
swamp,0,11,0.00000,0.00009,10.32656
innocent,0,11,0.00000,0.00009,10.32656
partridge,0,11,0.00000,0.00009,10.32656
thither,0,11,0.00000,0.00009,10.32656
bean,0,11,0.00000,0.00009,10.32656
rod,0,11,0.00000,0.00009,10.32656
rate,0,11,0.00000,0.00009,10.32656
coffee,0,11,0.00000,0.00009,10.32656
wiser,0,11,0.00000,0.00009,10.32656
bricks,0,11,0.00000,0.00009,10.32656
arts,0,11,0.00000,0.00009,10.32656
streets,0,11,0.00000,0.00009,10.32656
tender,0,11,0.00000,0.00009,10.32656
majority,0,11,0.00000,0.00009,10.32656
fifteen,0,11,0.00000,0.00009,10.32656
sold,0,11,0.00000,0.00009,10.32656
cents,0,11,0.00000,0.00009,10.32656
sailing,0,11,0.00000,0.00009,10.32656
rent,0,11,0.00000,0.00009,10.32656
seasons,0,11,0.00000,0.00009,10.32656
generally,0,11,0.00000,0.00009,10.32656
material,0,11,0.00000,0.00009,10.32656
experiment,0,11,0.00000,0.00009,10.32656
highway,0,11,0.00000,0.00009,10.32656
foreign,0,11,0.00000,0.00009,10.32656
sustain,0,11,0.00000,0.00009,10.32656
interest,0,11,0.00000,0.00009,10.32656
readers,0,11,0.00000,0.00009,10.32656
4,0,11,0.00000,0.00009,10.32656
universe,2,16,0.00002,0.00014,10.00069
hunters,1,14,0.00001,0.00012,10.49191
particularly,1,14,0.00001,0.00012,10.49191
shores,1,14,0.00001,0.00012,10.49191
bubbles,1,14,0.00001,0.00012,10.49191
hunting,1,14,0.00001,0.00012,10.49191
enters,10,0,0.00009,0.00000,10.35936
cool,1,14,0.00001,0.00012,10.49191
taste,2,16,0.00002,0.00014,10.00069
upholding,10,0,0.00009,0.00000,10.35936
soil,6,25,0.00005,0.00021,10.53898
Joy,10,0,0.00009,0.00000,10.35936
deepest,1,14,0.00001,0.00012,10.49191
meanwhile,1,14,0.00001,0.00012,10.49191
permissible,10,0,0.00009,0.00000,10.35936
worse,1,14,0.00001,0.00012,10.49191
sees,19,4,0.00017,0.00003,10.55568
precious,26,8,0.00024,0.00007,10.52623
Constantly,10,0,0.00009,0.00000,10.35936
uses,10,0,0.00009,0.00000,10.35936
spoken,23,6,0.00021,0.00005,10.90070
intent,10,0,0.00009,0.00000,10.35936
incarnation,10,0,0.00009,0.00000,10.35936
influence,2,16,0.00002,0.00014,10.00069
Let,7,27,0.00006,0.00023,10.60790
family,8,29,0.00007,0.00025,10.71286
streamers,10,0,0.00009,0.00000,10.35936
abiding,10,0,0.00009,0.00000,10.35936
sickness,13,1,0.00012,0.00001,10.85507
adornments,10,0,0.00009,0.00000,10.35936
